0.065,1.025,1.125,2.498,2.85
0.235,1.15,1.33,2.85,3.29
0.375,1.1,1.35,2.84,3.27
0.525,1.15,1.2,2.535,3.125
0.64,1.15,1.24,2.5,2.95
0.75,1.02,1.13,2.375,2.65
0.835,0.985,1.04,2.25,2.65
0.91,0.9,1,2.18,2.45
0.965,0.88,0.99,2.035,2.45
0.99,0.87,0.98,2.025,2.43
